LEVEL,,,,,,,,,,,,,,,,,,
Instrument,Defaults,Levels,Tuning,Pitch,PitchEnv,Reverb,ModAttack,ModDecay,ModSustain,ModRelease,AmpAttack,AmpSustain,AmpDecay,AmpRelease,FilterType,FilterCutoff,FilterEnvAmount,FilterResonance
Cosm,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal,0.866141974925995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Sunrise,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demand,0.855468988418579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destroyed,0.88976401090622,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Destroyer,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinge,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipper,0.882812023162842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distorter,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diver,0.921468734741211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dummy,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusty Bass,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwarf,0.833968997001648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgy Voice,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EightyFour,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ejecta,0.828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extinction,0.833968997001648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faded,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fazer,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fazors,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feds,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fierce,0.88976401090622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fitness,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flap,0.87737500667572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fum Grinder,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fum Rise,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funkule,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuzz Dub,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girder,0.828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glo Bass,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity,0.800937473773956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotto,0.910205543041229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarmoFuzz,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmon,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Fuzz,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoard,0.866141974925995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollow,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impact,0.882812023162842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LFO Robot,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanes,0.847656011581421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemon,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long 808,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low Hum,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LowDuh,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lurker,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariana,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoodFood,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon,0.800531268119812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MotherShip,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mumbler,0.731018006801605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural One,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noisy,0.866141974925995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova,0.800999999046326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nth Degree,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octavo,0.866141974925995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocular,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overtoner,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFunker,0.659018039703369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm Distortion,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm Fuzz,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm Pick,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm Reader,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patched,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picked,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plume,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pole,0.847656011581421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popsicle,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
