LENGTH,,,,,,,,,,,,,,,,,,
Instrument,Defaults,Levels,Tuning,Pitch,PitchEnv,Reverb,ModAttack,ModDecay,ModSustain,ModRelease,AmpAttack,AmpSustain,AmpDecay,AmpRelease,FilterType,FilterCutoff,FilterEnvAmount,FilterResonance
Metal & Boom,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Midnight,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Morning,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Night Out,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Nomos,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Non-Space,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Orbit,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Organic House,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Perc Melange 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Perc Melange 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Plinks,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Plonks,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Raaf,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rattle & Scrape,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Refrain,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Rhizome,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Rock Pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Rolling,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Rupture,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLOO,0.834645986557007,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Saffron,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Sapphire,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Second Space,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shmoop,0.679878354072571,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Siif,0.498109370470047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Silly,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Skinned,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Skins,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Smack,0.499952793121338,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Socius,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Sphere,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spiral,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stark,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sticks,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Sunrise,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Sunset,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Swoosh,0.500107526779175,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Synthwave,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Taam,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tam Bma Ts,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Tangerine,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
The Bubble,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Third Space,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Torus,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Toughened,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Trap,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Twin Paradox,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Uuuu,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VMOD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Verdigris,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Vermilion,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Violet,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Vocal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Waves,0.617187976837158,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Woop,0.702100992202759,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Worldroom,0.699218988418579,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Yap,0.349968254566193,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
Yoom,0.502968728542328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
flicker,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
harsh,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
minimal,1,0,0,0,0,0,0,0,0,0,0,0,0,0.601562023162842,0,0,0,0
