Instrument,Defaults,Levels,Tuning,Pitch,PitchEnv,Reverb,ModAttack,ModDecay,ModSustain,ModRelease,AmpAttack,AmpSustain,AmpDecay,AmpRelease,FilterType,FilterCutoff,FilterEnvAmount,FilterResonance
Dreamkiss,0.5,0,0,0,0,0,0,0.5859379768371582,0,0.6171879768371582,0,0,0,0,2,0,0,0
Flutter,0.4960629940032959,0,1,-0.5575317144393921,-0.8266875147819519,-0.6256874799728394,0,0.413875013589859,-0.3478125035762787,0.5470937490463257,0,0,0,0,2,0,1,0
